id,business_name,town,full_address,category,website,phone,confidence_score,primary_source,has_issues,suspected_issues
707,"Larsen's Fish Market","Chilmark","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Chilmark assignment; Low confidence score: 0.7"
45,"Menemsha Gallery","Chilmark","","Restaurant","http://menemshagallery.com/","",55,"vineyard_gazette",TRUE,"Missing address for Chilmark assignment; Possible category mismatch: name contains ""gallery"" but category is ""Restaurant"""
715,"The Grey Barn & Farm","Chilmark","22 South Road, Chilmark, MA 02535","Restaurant","https://www.thegreybarnandfarm.com/","(508) 645-4854",80,"infatuation",FALSE,""
47,"The Homeport","Chilmark","512 N Rd, Menemsha, MA 02535","Restaurant","http://thehomeportmv.com/","(508) 645-2679",70,"vineyard_gazette",FALSE,""
49,"19 Prime Steak House","Edgartown","19 Church St, Edgartown, MA","Restaurant","http://19primesteak.com/","(774) 224-0550",70,"vineyard_gazette",FALSE,""
706,"19 Raw Oyster Bar","Edgartown","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Edgartown assignment; Low confidence score: 0.7"
724,"Alchemy","Edgartown","71 Main Street, Edgartown, MA 02539","Restaurant","https://www.alchemyedgartown.com/","(508) 627-9999",70,"infatuation",FALSE,""
54,"Among the Flowers","Edgartown","Edgartown, ma 02539","Restaurant","http://amongtheflowersmv.com/","(508) 627-3233",70,"vineyard_gazette",FALSE,""
712,"Atria","Edgartown","137 Main St, Edgartown, MA 02539","Restaurant","https://www.atriamv.com/","(508) 627-5850",70,"infatuation",FALSE,""
60,"Bad Martha Beer","Edgartown","270 Upper Main St, Edgartown, MA 02539","Restaurant","http://badmarthabeer.com/","(508) 939-4415",70,"vineyard_gazette",FALSE,""
62,"Behind the Bookstore","Edgartown","46 Main St, Edgartown, MA 02539","Restaurant","http://btbmv.com/","(774) 549-9123",0.8,"vineyard_gazette",TRUE,"Low confidence score: 0.8; Possible category mismatch: name contains ""store"" but category is ""Restaurant"""
68,"Blackbird Cafe","Edgartown","19 North Water Street, Edgartown, MA 02539","Restaurant","http://myblackbirdcafe.com/","(978) 272-1175",80,"vineyard_gazette",FALSE,""
70,"Chesca","Edgartown","38 N Water St, Edgartown, MA 02539","Restaurant","http://chescasmv.com/","(508) 627-1234",70,"vineyard_gazette",FALSE,""
72,"China House｜online Order｜edgartown｜wa","Edgartown","Edgartown, MA 02539","Restaurant","http://mvchinahouse.com/","(508) 627-7272",70,"vineyard_gazette",FALSE,""
74,"Cozy Corner Cafe","Edgartown","Vineyard Haven Rd, Edgartown, MA 02539","Restaurant","https://cozycornermv.com/","(508) 939-3988",80,"vineyard_gazette",FALSE,""
79,"Dock Street Coffee Shop.square","Edgartown","","Restaurant","https://dock-street-coffee-shop.square.site/","",60,"vineyard_gazette",TRUE,"Invalid name pattern: appears to be a URL or social media platform; Missing address for Edgartown assignment; Possible category mismatch: name contains ""shop"" but category is ""Restaurant"""
76,"Détente","Edgartown","Edgartown, MA 02539","Restaurant","http://detentemv.com/","",60,"vineyard_gazette",FALSE,""
703,"Détente","Edgartown","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Edgartown assignment; Low confidence score: 0.7"
722,"Edgartown Diner 🍨","Edgartown","","Restaurant","https://edgartowndiner.com","(508) 627-9337",60,"infatuation",TRUE,"Missing address for Edgartown assignment"
83,"Edgartown Meatandfish","Edgartown","","Restaurant","http://edgartownmeatandfish.com/","(508) 627-6200",65,"vineyard_gazette",TRUE,"Missing address for Edgartown assignment"
721,"Edgartown Pizza 🍕","Edgartown","","Restaurant","http://edgartownpizza.com","(508) 627-7770",60,"infatuation",TRUE,"Missing address for Edgartown assignment"
123,"Edgartown, Ma Bars","Edgartown","","Restaurant","http://townbarmv.com/","",70,"vineyard_gazette",TRUE,"Missing address for Edgartown assignment"
667,"Erica Wilson INC","Edgartown","21 Kelly St, Edgartown, MA 02539","Building & Construction","https://ericawilson.com/","(774) 549-9488",80,"mvy_chamber",FALSE,""
87,"Espresso Love","Edgartown","","Restaurant","http://espressolove.com/","",60,"vineyard_gazette",TRUE,"Missing address for Edgartown assignment"
89,"Great Harbor Market","Edgartown","199 Upper Main St, Edgartown, MA 02539","Restaurant","http://greatharbormarket.com/","(508) 694-6888",70,"vineyard_gazette",FALSE,""
4,"Harbor View Hotel","Edgartown","131 North Water Street, Edgartown, MA 02539","Hotel","https://www.harbor-view.com","(508) 627-7000",65,"manual_import",TRUE,"Possible category mismatch: name contains ""hotel"" but category is ""Hotel"""
93,"Katama Kitchen","Edgartown","12 Mattakesett Way, Edgartown, MA 02539","Restaurant","http://katamakitchen.com/","(774) 549-5345",80,"vineyard_gazette",FALSE,""
91,"Kgs 2","Edgartown","170 Katama Rd, Edgartown, MA","Restaurant","http://katamageneral.com/","(508) 627-5071",80,"vineyard_gazette",FALSE,""
687,"Kin MV","Edgartown","
12A N Water St, Edgartown, MA 02539","Shopping & Retail","http://kinmv.com/","(508) 939-4291",80,"mvy_chamber",FALSE,""
95,"L'etoile","Edgartown","22 North water Street, Edgartown, MA 02539","Restaurant","http://letoile.net/","(508) 627-5187",80,"vineyard_gazette",FALSE,""
97,"Lucky Hank's","Edgartown","218 Upper Main St, Edgartown, MA 02539","Restaurant","http://luckyhanksmv.com/","(508) 939-4082",70,"vineyard_gazette",FALSE,""
56,"Martha's Vineyard Seafood & Steak Restaurant","Edgartown","2 Main StREET, Edgartown, MA 02539","Restaurant","http://atlanticmv.com/","(508) 627-7001",70,"vineyard_gazette",FALSE,""
100,"Morning Glory Farm","Edgartown",", Edgartown, MA 02539","Restaurant","http://morninggloryfarm.com/","(508) 627-9003",80,"vineyard_gazette",FALSE,""
708,"Nomans","Edgartown","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Edgartown assignment; Low confidence score: 0.7"
66,"Prepared Food","Edgartown","17 Airport Road, Edgartown, MA 02539","Restaurant","http://blacksheeponmv.com/","(508) 338-7770",80,"vineyard_gazette",FALSE,""
105,"Rockfishedgartown","Edgartown","Water Street Edgartown, MA 02557","Restaurant","http://rockfishedgartown.com/","(508) 627-9967",70,"vineyard_gazette",TRUE,"Business name appears to be scraped from domain name"
107,"Rosewater","Edgartown","127020 South Summer St, Edgartown, MA","Restaurant","https://www.rosewatermv.com/","(508) 627-1270",70,"vineyard_gazette",FALSE,""
112,"Soigne","Edgartown","190 Upper Main St, Edgartown, MA 02539","Restaurant","http://soignemv.com/","(508) 627-8489",80,"vineyard_gazette",FALSE,""
114,"Squareriggerrestaurant","Edgartown","","Restaurant","http://squareriggerrestaurant.com/","",55,"vineyard_gazette",TRUE,"Missing address for Edgartown assignment; Business name appears to be scraped from domain name"
730,"The Attic","Edgartown","944882 Main Street Floor 2, Vineyard Haven, MA 02568","Restaurant","https://www.theatticmv.com/","(508) 687-9448",80,"infatuation",FALSE,""
117,"The Covington Restaurant and Bar","Edgartown","52 Main Street, Edgartown, MA 02539","Restaurant","http://thecovingtonrestaurant.com/","(508) 627-7678",80,"vineyard_gazette",FALSE,""
716,"The Pelican Club","Edgartown","23 Kelly St, Edgartown, MA 02539","Restaurant","https://www.farawaymarthasvineyard.com/pelican-club","(508) 627-6336",80,"infatuation",FALSE,""
121,"The Porthunter","Edgartown","","Restaurant","http://theporthunter.com/","",55,"vineyard_gazette",TRUE,"Missing address for Edgartown assignment"
125,"The Wharf Pub Edgartown","Edgartown","3 Main Street, Edgartown, MA 02539","Restaurant","http://wharfpubmv.com/","(508) 627-9966",80,"vineyard_gazette",FALSE,""
109,"Theseafoodshanty","Edgartown","","Restaurant","http://theseafoodshanty.com/","(508) 627-8622",80,"vineyard_gazette",TRUE,"Missing address for Edgartown assignment; Business name appears to be scraped from domain name"
119,"Winnetu Oceanside Resort","Edgartown","31 Dunes Rd, Edgartown, MA 02539","Lodging","http://winnetu.com/","(866) 335-1133",80,"vineyard_gazette",FALSE,""
127,"Wolf's Den Pizzeria","Edgartown","249 Vineyard Haven Rd, Edgartown, MA 02539","Restaurant","https://www.wolfsdenpizzeria.com/","(508) 684-2203",70,"vineyard_gazette",FALSE,""
129,"Aalias Website 2026","Oak Bluffs","","Restaurant","http://aaliascoffee.com/","",60,"vineyard_gazette",TRUE,"Missing address for Oak Bluffs assignment"
131,"Back Door Donuts","Oak Bluffs","","Restaurant","http://backdoordonuts.com/","(508) 693-3688",80,"vineyard_gazette",TRUE,"Missing address for Oak Bluffs assignment"
133,"Bangkok Cuisine","Oak Bluffs","","Restaurant","http://bangkokcapecod.com/","(508) 771-1338",70,"vineyard_gazette",TRUE,"Missing address for Oak Bluffs assignment"
135,"Benandbills","Oak Bluffs","20A Circuit Avenue, Oak Bluffs, MA 02557","Restaurant","http://benandbillsmv.com/","(508) 696-0008",80,"vineyard_gazette",FALSE,""
710,"Biscuits","Oak Bluffs","26 Lake Ave, Oak Bluffs, MA 02557","Restaurant","https://www.mvbiscuits.com/","(508) 693-2033",80,"infatuation",FALSE,""
709,"Black Joy Kitchen","Oak Bluffs","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Oak Bluffs assignment; Low confidence score: 0.7"
141,"Coopdevilleshuck Shack","Oak Bluffs","","Restaurant","http://coopdevilleshuckshack.com/","",55,"vineyard_gazette",TRUE,"Missing address for Oak Bluffs assignment"
143,"Dos Mas MV","Oak Bluffs","50 Circuit Ave, Oak Bluffs, MA 02557","Restaurant","http://dosmasmv.com/","(508) 687-9271",70,"vineyard_gazette",FALSE,""
145,"Eleven Circuit","Oak Bluffs","","Restaurant","http://elevencircuit.com/","(508) 687-9283",80,"vineyard_gazette",TRUE,"Missing address for Oak Bluffs assignment"
148,"Farmneck.net/cafe","Oak Bluffs","Oak Bluffs, MA 02557","Restaurant","http://farmneck.net/cafe","(508) 693-3560",70,"vineyard_gazette",FALSE,""
150,"Fat Ronniesburgerbar","Oak Bluffs","","Restaurant","http://fatronniesburgerbar.com/","",55,"vineyard_gazette",TRUE,"Missing address for Oak Bluffs assignment"
152,"Fishbones Bar & Grille","Oak Bluffs","12 Circuit Avenue Extension, Oak Bluffs, MA 02557","Restaurant","http://fishbones-mv.com/","(508) 696-8227",70,"vineyard_gazette",FALSE,""
154,"Giordano's Restaurant, INC","Oak Bluffs","Oak Bluffs, MA 02557","Restaurant","http://giosmv.com/","(508) 693-0184",80,"vineyard_gazette",FALSE,""
690,"Handworks","Oak Bluffs","12 Circuit Avenue Extension, Oak Bluffs, MA 02557","Shopping & Retail","https://www.handworksgifts.com/","(508) 627-8402",80,"mvy_chamber",FALSE,""
156,"Igimv.org/about-island-food-pantry","Oak Bluffs","114 Dukes County Ave, Oak Bluffs, MA 02557","Restaurant","http://igimv.org/about-island-food-pantry","(508) 296-8384",80,"vineyard_gazette",FALSE,""
668,"Island Outfitters Oak Bluffs","Oak Bluffs","1 post office square, Oak Bluffs, MA 02557","Building & Construction","http://islandoutfittersmv.com/","(508) 693-0085",80,"mvy_chamber",FALSE,""
158,"Jimmy Seas Loon Mountain","Oak Bluffs","25 South Mountain Drive, Lincoln, NH 03251","Restaurant","http://jimmyseaspanpastas.com/","(508) 687-9804",70,"vineyard_gazette",FALSE,""
160,"Lobster Ville","Oak Bluffs","","Restaurant","http://lobstervillemv.com/","",55,"vineyard_gazette",TRUE,"Missing address for Oak Bluffs assignment"
162,"Lookout Tavern","Oak Bluffs","8 Seaview Ave, Oak Bluffs, MA 02557","Restaurant","http://lookoutmv.com/","(508) 696-9844",70,"vineyard_gazette",FALSE,""
164,"MV Chowder Co","Oak Bluffs","Marthas Vineyard Chowder Company, None, MA None","Restaurant","http://chowdermv.com/","(508) 696-3000",70,"vineyard_gazette",FALSE,""
166,"Mikado Asian Bistro @ Oak Bluffs","Oak Bluffs","","Restaurant","http://mikadoob.com/","",60,"vineyard_gazette",TRUE,"Missing address for Oak Bluffs assignment"
713,"Mo's Lunch","Oak Bluffs","9744137 Vineyard Ave, Oak Bluffs, MA 02557","Restaurant","https://www.moslunch.com/","(508) 687-9744",80,"infatuation",FALSE,""
168,"Offshore Ale Company","Oak Bluffs","30 Kennebec Avenue, Oak Bluffs, MA 02557","Restaurant","http://offshoreale.com/","(508) 693-2626",70,"vineyard_gazette",FALSE,""
711,"Red Cat Kitchen","Oak Bluffs","Oak Bluffs, MA 02557","Restaurant","https://www.redcatkitchen.com/","(508) 696-6040",70,"infatuation",FALSE,""
172,"Sharky's Oak Bluffs","Oak Bluffs","31 Circuit Ave, Oak Bluffs, MA","Restaurant","http://sharkmenu.com/","(508) 693-7501",70,"vineyard_gazette",FALSE,""
174,"The Barn Bowl & Bistro","Oak Bluffs","13 Uncas Avenue, Oak Bluffs, MA 02557","Restaurant","http://thebarnmv.com/","(508) 696-9800",80,"vineyard_gazette",FALSE,""
701,"The Barn Bowl And Bistro","Oak Bluffs","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Oak Bluffs assignment; Low confidence score: 0.7"
714,"The Pawnee House","Oak Bluffs","277020 Kennebec Ave, HOak Bluffs, MA 02557","Restaurant","https://www.thepawneehousemv.com/","(508) 338-2770",80,"infatuation",FALSE,""
177,"The Ritz Cafe","Oak Bluffs","4 Circuit Ave, Oak Bluffs, MA 02557","Restaurant","http://theritzmv.com/","(508) 296-8159",70,"vineyard_gazette",FALSE,""
699,"The Sweet Life Cafe","Oak Bluffs","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Oak Bluffs assignment; Low confidence score: 0.7"
179,"The Sweet Life MV","Oak Bluffs","OAK BLUFFS, MA 02557","Restaurant","http://sweetlifemv.com/","(508) 696-0200",80,"vineyard_gazette",FALSE,""
717,"Tigerhawk Sandwich Co.","Oak Bluffs","7306
12B Circuit Ave, 
Oak Bluffs, MA 02568","Restaurant","https://www.tigerhawkmv.com/","(508) 338-7306",80,"infatuation",FALSE,""
181,"Tony's Market","Oak Bluffs","119 Dukes County Avenue, Oak Bluffs, MA 02557","Restaurant","http://tonysmarketmv.com/","(508) 693-4799",80,"vineyard_gazette",FALSE,""
183,"Winston","Oak Bluffs","1 East Chop Drive, Oak Bluffs, MA 02568","Restaurant","https://www.winstonskitchen-mv.com/","(508) 687-9572",80,"vineyard_gazette",FALSE,""
276,"51art Gallery Located at the Shoppe With the Red Door","Vineyard Haven","4 Union Street, Vineyard Haven, MA 02568","Restaurant","http://www.theshoppewiththereddoor.com/","",60,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""shop"" but category is ""Restaurant"""
702,"9 Craft Kitchen And Bar","Vineyard Haven","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Vineyard Haven assignment; Low confidence score: 0.7; Vineyard Haven assignment without address - may be default assignment"
679,"A. P. Fortes Plumbing and Heating","Vineyard Haven","155 Spring St, Vineyard Haven, MA 02568","Lodging & Tourism","https://gomarthasvineyard.com/directory/p-fortes-plumbing-and-heating","(508) 693-2394",70,"mvy_chamber",FALSE,""
208,"About Motts","Vineyard Haven","","Restaurant","http://mochamotts.com/","(508) 693-3155",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
485,"Account Suspended","Vineyard Haven","","Accounting","http://circuitstylesalon.com/","",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
351,"Airportfitness","Vineyard Haven","","Wellness","http://airportfitnessmv.com/","(508) 696-8000",75,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
229,"Allen Farm Sheep & Wool Company","Vineyard Haven","421 S Rd, Chilmark, MA 02535","Restaurant","http://allenfarm.com/","(508) 645-9064",80,"vineyard_gazette",FALSE,""
361,"Allyson Cook Metell, Lmt & Associates","Vineyard Haven","Associates455 State RdPMB 133Vineyard Haven, MA 02568","Wellness","http://allysonlmt.com/","(508) 696-1863",70,"vineyard_gazette",FALSE,""
459,"Altheadesigns","Vineyard Haven","","Other","http://altheadesigns.com/","",45,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Low confidence score: 45; Vineyard Haven assignment without address - may be default assignment; Business name appears to be scraped from domain name"
720,"Art Cliff Diner","Vineyard Haven","","Restaurant","http://artcliffdiner.com","",60,"infatuation",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
191,"Artcliff Diner","Vineyard Haven","","Restaurant","http://artcliffdiner.com/","(508) 693-1224",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
377,"Ashley Inn","Vineyard Haven","Edgartown, MA 02539","Lodging","http://ashleyinn.net/","(508) 627-9655",70,"vineyard_gazette",FALSE,""
217,"Authentic Italian Food","Vineyard Haven","20 Union Street, Vineyard Haven, MA","Restaurant","http://salvatoresristorante.com/","(508) 687-9457",70,"vineyard_gazette",FALSE,""
353,"B Strong","Vineyard Haven","29 Kennebec Ave., Oak Bluffs, MA","Wellness","http://b-strong.com/","(508) 685-8888",70,"vineyard_gazette",FALSE,""
674,"Barnes Moving & Storage","Vineyard Haven","475 Edgartown Rd, Vineyard Haven, MA 02568","Professional Services","http://www.barnesmoversmv.com/","(508) 693-1937",80,"mvy_chamber",FALSE,""
461,"Basicsandeastaway.company","Vineyard Haven","","Other","http://basicsandeastaway.company.site/","",45,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Low confidence score: 45; Vineyard Haven assignment without address - may be default assignment"
704,"Beach Road","Vineyard Haven","","Restaurant","","",0.7,"infatuation",TRUE,"Missing address for Vineyard Haven assignment; Low confidence score: 0.7; Vineyard Haven assignment without address - may be default assignment"
463,"Bellezzamvsalon","Vineyard Haven","","Other","http://bellezzamvsalon.com/","",45,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Low confidence score: 45; Vineyard Haven assignment without address - may be default assignment; Possible category mismatch: name contains ""salon"" but category is ""Other""; Business name appears to be scraped from domain name"
466,"Binks Auto.business","Vineyard Haven","","Auto","http://binks-auto.business.site/","",55,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
280,"Blanchardphoto","Vineyard Haven","","Restaurant","http://blanchardphotomv.com/","",55,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
196,"Bobbybs","Vineyard Haven","","Restaurant","http://bobbybsmv.com/","(508) 693-8266",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
637,"Boneyard Surf Co.","Vineyard Haven","","Other","http://boneyardmv.com/","",50,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
399,"Book a Hostel","Vineyard Haven","","Other","http://hiusa.org/","",50,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
678,"Brewer Insect & Animal Spraying","Vineyard Haven","3963 Edgartown, MA 02539","House & Garden","https://www.brewerspraying.com/","(508) 579-3963",80,"mvy_chamber",FALSE,""
470,"Brickman","Vineyard Haven","","Other","http://brickmans.com/","(508) 693-0047",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
677,"Brissette Electric Inc.","Vineyard Haven","1 Lagoon Pond Rd, Vineyard Haven, MA 02568","Community & Government","http://briselectric.com/","(508) 693-0764",80,"mvy_chamber",FALSE,""
472,"Brunos","Vineyard Haven","","Other","http://brunosmv.com/","",50,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
6,"Bunch of Grapes Bookstore","Vineyard Haven","23 Main Street, Vineyard Haven, MA 02568","Retail","https://www.bunchofgrapes.com","(508) 693-2291",75,"manual_import",TRUE,"Possible category mismatch: name contains ""store"" but category is ""Retail"""
695,"C'est La Vie","Vineyard Haven","208, Vineyard Haven MA 02568","Shopping & Retail","https://gomarthasvineyard.com","(508) 693-6181",70,"mvy_chamber",FALSE,""
681,"Callahan Plumbing and Heating, INC","Vineyard Haven","44 Webaqua St, Vineyard Haven, MA 02568","Lodging & Tourism","https://gomarthasvineyard.com/directory/callahan-plumbing-and-heating-inc","(508) 696-6088",70,"mvy_chamber",FALSE,""
408,"Camp MV","Vineyard Haven","1 569, Edgartown, MA","Recreation","http://campmv.com/","(508) 693-3772",0.8,"vineyard_gazette",TRUE,"Low confidence score: 0.8"
476,"Cape Cod 5","Vineyard Haven","","Other","http://capecodfive.com/","(888) 225-4636",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
425,"Captain Flanders Inn","Vineyard Haven","","Inn","http://captainflandersinn.com/","(508) 645-3123",80,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Possible category mismatch: name contains ""inn"" but category is ""Inn"""
675,"Carroll's Martha's Vineyard Rapid Transit, Inc.","Vineyard Haven","475 Edgartown Rd, Vineyard Haven, MA 02568","Professional Services","http://www.carrollsmv.com/?y_source=1_ODE3NjQ4LTcxNS1sb2NhdGlvbi53ZWJzaXRl","(508) 693-0348",65,"mvy_chamber",FALSE,""
198,"Catboat Coffee Co.","Vineyard Haven","79 Beach Road, Vineyard Haven, MA","Restaurant","https://catboatcoffee.com/","(774) 563-5296",80,"vineyard_gazette",FALSE,""
478,"Cb Stark Jewelers","Vineyard Haven","","Retail","http://cbstark.com/","(888) 227-8275",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
481,"Center for New Learning MV","Vineyard Haven","20 Surveyors Lane, Tisbury, MA","Other","http://cnlmv.org/","(920) 410-4577",70,"vineyard_gazette",FALSE,""
379,"Charles & Charles","Vineyard Haven","85 Summer Street, Vineyard Haven, MA 02568","Other","http://charlesandcharlesmv.com/","(508) 338-2351",70,"vineyard_gazette",FALSE,""
483,"Chickenalley","Vineyard Haven","","Other","http://chickenalley.org/","",50,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Business name appears to be scraped from domain name"
487,"Claudia Jewelry","Vineyard Haven","","Other","http://claudia.jewelry/","(508) 627-8306",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
491,"Conrado®","Vineyard Haven","2 Union Street, Vineyard Haven, MA","Retail","http://shopconrado.com/","",70,"vineyard_gazette",FALSE,""
270,"Conroy Apothecary","Vineyard Haven","459 State Road West, Tisbury, MA","Restaurant","http://conroy-apothecary.com/","(508) 693-7070",80,"vineyard_gazette",FALSE,""
493,"Crane Appliance","Vineyard Haven","529 State Road, Vineyard Haven, MA 02568","Other","http://craneappliance.com/","(508) 548-8179",60,"vineyard_gazette",FALSE,""
239,"Cronigs Market","Vineyard Haven","357 State Road, Vineyard Haven, MA 02568","Restaurant","http://cronigsmarket.com/","(508) 693-4457",80,"vineyard_gazette",FALSE,""
355,"Crossfitmarthas","Vineyard Haven","","Wellness","http://crossfitmarthasvineyard.com/","",55,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
496,"Darosa's","Vineyard Haven","","Other","http://darosasmv.com/","(508) 693-0110",70,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
497,"Debettencourt's Service Station","Vineyard Haven","83 New York Avenue, Oak Bluffs, MA 02557","Other","http://debettencourtsservicestation.weebly.com/","(508) 693-0751",60,"vineyard_gazette",FALSE,""
200,"Delicious MV","Vineyard Haven","","Restaurant","http://deliciousmv.com/","",60,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment"
499,"Divine Beauty + Wellness","Vineyard Haven","AEdgartown, MA 02539","Wellness","http://divinemv.com/","(508) 905-5983",70,"vineyard_gazette",FALSE,""
381,"Dockside Inn","Vineyard Haven","9 Circuit Avenue, Extension Oak Bluffs, MA 02557","Inn","http://vineyardinns.com/","(800) 245-5979",70,"vineyard_gazette",TRUE,"Possible category mismatch: name contains ""inn"" but category is ""Inn"""
501,"Donaroma's Martha's Vineyard","Vineyard Haven","270 Upper Main Street, Edgartown, MA 02539","Other","http://donaromas.com/","(508) 627-3036",70,"vineyard_gazette",FALSE,""
431,"Duckinnon","Vineyard Haven","","Inn","http://duckinnonmv.com/","(715) 386-9450",65,"vineyard_gazette",TRUE,"Missing address for Vineyard Haven assignment; Vineyard Haven assignment without address - may be default assignment; Possible category mismatch: name contains ""inn"" but category is ""Inn"""
